PL,2010-02-05,15880,15342,15017,14969,15187,15678,17407,18697,19529,19920,19881,19929,19990,20002,19561,19254,19659,21086,21017,20902,20204,19050,17657,16687
PL,2010-02-06,15676,14998,14623,14532,14570,14561,15000,15609,16743,17760,18189,18388,18303,18406,17921,17400,17882,19347,19417,19187,18613,17522,16727,15702
PL,2010-02-07,14744,14105,13648,13644,13625,13712,13815,13851,14612,15483,15991,16190,16330,16460,16194,15847,16085,17662,18275,18343,17890,17076,16373,15212
PL,2010-02-08,14420,14018,13776,13793,14140,14969,17290,19047,20164,20620,20681,20800,20928,21057,20556,20039,20248,21713,21704,21633,20961,19707,18246,17102
PL,2010-02-09,15992,15472,15200,15242,15447,16024,17906,19340,20367,20856,20854,20912,20895,20995,20621,20097,20281,21771,21827,21685,21031,19818,18489,17130
PL,2010-02-10,16110,15594,15313,15291,15479,15995,17803,19411,20355,20851,20890,20946,20873,20988,20580,20050,20229,21675,21792,21735,21029,19801,18345,17100
PL,2010-02-11,16064,15445,15213,15258,15422,15999,17714,19289,20249,20835,20886,20943,20891,21003,20544,20103,20210,21416,21391,21313,20812,19618,18297,17059
PL,2010-02-12,16058,15525,15191,15211,15310,15768,17408,18691,19681,20176,20360,20531,20531,20610,20244,19806,19915,21273,21308,21161,20479,19210,18012,16952
PL,2010-02-13,15882,15210,14877,14665,14711,14795,15070,15685,16796,17853,18293,18420,18506,18516,18036,17603,17819,19166,19409,19186,18446,17646,16575,15520
PL,2010-02-14,14526,13897,13530,13373,13305,13429,13434,13578,14380,15285,15886,16085,16170,16306,15973,15632,15755,17330,18058,18131,17570,16775,16118,15018
PL,2010-02-15,14232,13813,13638,13614,13833,14683,16631,18280,19512,20036,20231,20367,20415,20536,20084,19708,19746,21042,21293,21297,20688,19375,18099,16779
PL,2010-02-16,15626,15083,14831,14872,15176,15810,17395,18852,19911,20256,20246,20354,20300,20420,20039,19555,19499,20894,21272,21173,20453,19191,17974,16693
PL,2010-02-17,15722,15199,14992,14972,15167,15696,17433,18928,19991,20392,20380,20398,20311,20360,19934,19436,19330,20526,20963,21021,20481,19168,17829,16643
PL,2010-02-18,15561,14941,14726,14754,14870,15392,17000,18536,19520,19972,19884,19953,19873,19930,19594,19140,19134,20482,20972,20905,20265,19000,17585,16379
PL,2010-02-19,15351,14676,14490,14490,14716,15213,16691,18204,19010,19402,19414,19513,19493,19607,19178,18813,18877,20092,20560,20391,19814,18561,17324,16226
PL,2010-02-20,15225,14509,14075,13965,13906,13939,14204,14975,16210,17100,17620,17788,17800,17890,17450,17029,16951,18175,18754,18616,17927,16943,16030,14988
PL,2010-02-21,13855,13174,12761,12606,12632,12775,12605,13012,13888,14730,15117,15226,15299,15397,15058,14711,14812,16248,17318,17617,17076,16260,15563,14478
PL,2010-02-22,13665,13239,12964,12987,13262,14142,16128,17756,18906,19364,19340,19379,19370,19395,19019,18556,18477,19797,20581,20489,19804,18522,17173,15865
PL,2010-02-23,14901,14321,14020,14108,14336,14853,16318,17810,18871,19242,19121,19145,19235,19347,18933,18529,18654,19960,20702,20609,19945,18651,17350,16053
PL,2010-02-24,15129,14479,14208,14255,14431,14935,16436,17988,18923,19321,19385,19586,19589,19771,19421,18952,18876,19907,20636,20737,20074,18801,17388,16189
PL,2010-02-25,15083,14588,14301,14314,14534,15094,16605,18096,18964,19358,19311,19417,19419,19455,19070,18556,18389,19542,20429,20379,19736,18598,17181,15903
PL,2010-02-26,14823,14315,14108,14026,14248,14804,16148,17646,18588,18900,18950,19167,19269,19234,18809,18472,18383,19402,20077,20029,19366,18174,16942,15815
PL,2010-02-27,14745,14099,13736,13634,13590,13647,13796,14773,15943,16768,17146,17307,17242,17266,16721,16322,16164,17086,18217,18178,17582,16442,15665,14642
PL,2010-02-28,13589,12830,12453,12372,12366,12368,12156,12584,13397,14181,14661,14797,14847,14864,14480,14101,14056,15260,16680,16854,16347,15510,14606,13578
PL,2010-03-01,12726,12281,12110,12117,12330,13291,15150,16782,17884,18322,18313,18537,18682,18955,18601,18283,18200,19128,20076,20176,19541,18135,16853,15531
PL,2010-03-02,14529,14062,13789,13769,13978,14591,16078,17814,18707,19090,18995,19279,19366,19475,19151,18762,18567,19392,20559,20572,19974,18527,17157,15914
PL,2010-03-03,14784,14200,14016,14014,14222,14761,16132,17803,18780,19274,19253,19465,19465,19546,19152,18818,18552,19466,20697,20706,20055,18980,17567,16176
PL,2010-03-04,15114,14634,14389,14334,14622,15100,16509,18371,19241,19457,19374,19563,19598,19633,19304,18849,18608,19502,20735,20896,20253,19032,17568,16331
PL,2010-03-05,15286,14735,14450,14429,14640,15229,16516,18212,19071,19426,19487,19677,19774,19908,19672,19227,18987,19631,20812,20835,20184,18956,17665,16590
PL,2010-03-06,15579,14875,14620,14482,14459,14525,14498,15647,16755,17688,18040,18109,17997,17991,17605,17055,16956,17555,19035,18958,18253,17289,16372,15248
PL,2010-03-07,14273,13705,13274,13120,13176,13112,12837,13541,14439,15207,15659,15837,15781,15931,15646,15247,15148,15960,17687,18062,17563,16634,15983,14812
PL,2010-03-08,14094,13627,13428,13580,13887,14678,16427,18465,19562,19952,19794,19890,19854,20060,19662,19201,18922,19463,20960,21062,20453,19186,17830,16532
PL,2010-03-09,15556,15031,14752,14785,15034,15547,16981,18880,19798,20073,19954,20018,20098,20136,19760,19312,19092,19659,21127,21307,20535,19275,17915,16655
PL,2010-03-10,15624,15094,14827,14836,14990,15562,17029,18896,19811,20060,19945,20009,19943,19916,19576,19106,18783,19306,20884,21146,20502,19330,17758,16516
PL,2010-03-11,15486,14922,14682,14749,14896,15444,16829,18877,19841,20160,19964,19947,19991,20108,19788,19368,19250,19735,21082,21306,20585,19350,17811,16623
PL,2010-03-12,15668,15085,14776,14782,15035,15410,16892,18687,19702,20042,20057,20193,20181,20288,20020,19607,19306,19726,20834,20878,20153,18996,17575,16424
PL,2010-03-13,15462,14820,14426,14274,14329,14175,14324,15506,16722,17514,17898,18064,18095,18091,17668,17212,16987,17414,18728,18865,18037,17132,16170,15205
PL,2010-03-14,14122,13545,13128,12999,12933,12836,12532,13357,14164,14868,15369,15602,15667,15823,15519,15205,15136,15771,17431,17758,17191,16227,15570,14533
PL,2010-03-15,13658,13264,13150,13238,13436,13951,15707,17779,18830,19158,19079,19220,19215,19348,19012,18578,18411,18760,20251,20680,19903,18659,17362,16114
PL,2010-03-16,15089,14561,14303,14262,14514,14773,16213,18186,19223,19529,19484,19644,19662,19732,19252,18908,18638,18946,20594,21061,20285,18935,17551,16277
PL,2010-03-17,15350,14724,14556,14574,14775,15100,16514,18433,19354,19684,19543,19701,19770,19801,19516,19121,18872,19316,20503,20935,20210,18916,17438,16192
PL,2010-03-18,15122,14714,14447,14467,14642,14941,16337,18223,19119,19381,19373,19401,19487,19531,19102,18710,18317,18603,20126,20619,19946,18663,17179,15932
PL,2010-03-19,14966,14402,14130,14119,14272,14579,15978,17869,18704,18936,18824,18933,18954,18988,18516,18028,17783,18008,19550,20022,19228,18116,16854,15679
PL,2010-03-20,14642,13997,13677,13546,13540,13265,13636,14879,16032,16678,16980,16962,16937,16850,16339,15943,15903,16349,17734,18034,17341,16146,15130,14037
PL,2010-03-21,13064,12517,12187,12061,12047,11750,11777,12632,13357,14012,14508,14668,14615,14737,14384,14078,14147,14530,16021,16779,16341,15466,14646,13540
PL,2010-03-22,12734,12291,12177,12270,12527,13021,15008,17186,18304,18781,18838,19069,19081,19118,18668,18190,17894,18102,19630,20269,19660,18368,16717,15454
PL,2010-03-23,14537,13953,13791,13754,14014,14187,15855,17834,18679,18823,18708,18766,18674,18598,18289,17862,17587,17784,19355,20116,19469,18111,16628,15440
PL,2010-03-24,14435,13904,13609,13762,13986,14068,15760,17651,18465,18622,18478,18537,18463,18431,17927,17526,17230,17412,19250,20138,19417,18029,16367,15122
PL,2010-03-25,14192,13692,13461,13449,13607,13692,15363,17222,18058,18287,18165,18228,18196,18101,17770,17464,17109,17288,18947,19839,19227,17978,16249,15009
PL,2010-03-26,14029,13566,13304,13215,13444,13472,15192,17098,17968,18115,17989,18116,18005,18017,17642,17261,16925,17005,18501,19416,18745,17522,15976,14811
PL,2010-03-27,13786,13140,12925,12801,12749,12348,12850,14272,15407,16086,16375,16519,16573,16494,16065,15620,15590,15728,17198,17867,17190,15836,14714,13487
PL,2010-03-28,12590,12124,11943,11762,11735,11629,11453,11911,12757,13555,14126,14256,14189,14204,14066,13849,13696,13723,14096,15717,16398,15688,14857,13686
PL,2010-03-29,12715,12127,12004,11962,12290,13036,14815,16802,17927,18357,18315,18392,18411,18359,18209,17855,17424,17427,17712,19128,19597,18383,16655,15288
PL,2010-03-30,14201,13558,13297,13242,13380,13910,15305,17148,17982,18308,18196,18263,18206,18234,17931,17549,17146,16928,17024,18550,19310,18118,16632,15127
PL,2010-03-31,13923,13328,13110,13111,13258,13763,15068,16866,17836,18134,18121,18336,18326,18397,18270,18035,17654,17530,17744,19143,19514,18275,16709,15265
PL,2010-04-01,14151,13487,13163,13111,13278,13676,14822,16632,17762,18183,18340,18518,18481,18452,18073,17695,17280,16966,16794,18197,19295,18202,16687,15320
PL,2010-04-02,14020,13296,12975,12870,13045,13351,14220,15948,17174,17859,18291,18517,18451,18419,18014,17533,17393,17209,17096,18109,18835,17679,16260,14836
PL,2010-04-03,13490,12716,12340,12127,12067,11960,11749,12735,13964,14839,15107,15036,14841,14864,14632,14253,13899,13701,13706,14738,15674,14986,14111,12878
PL,2010-04-04,11693,10948,10567,10339,10331,10483,9880,10625,11602,11750,11645,11450,11258,11204,10973,10667,10593,10726,11050,12271,13252,12912,12380,11523
PL,2010-04-05,10668,10170,9977,9867,9880,9867,9621,10168,10945,11547,11822,11869,11863,11898,11675,11390,11294,11535,11981,13147,13971,13473,12886,11876
PL,2010-04-06,11013,10618,10528,10520,10767,11435,13176,15369,16969,17820,18084,18234,18175,18148,17910,17549,17149,16995,17036,18113,18857,17498,16119,14891
PL,2010-04-07,13865,13351,13120,13207,13370,13759,15303,17265,18295,18630,18569,18684,18550,18436,18220,17822,17505,17331,17276,18330,19315,18057,16472,15188
PL,2010-04-08,14088,13560,13305,13265,13417,13813,15166,17090,18133,18476,18362,18397,18220,18116,17790,17446,17096,16889,16891,18047,19211,18061,16604,15255
PL,2010-04-09,14138,13534,13261,13183,13346,13740,15074,16931,17792,18071,17916,18062,18020,17953,17773,17502,17272,17163,17140,18104,18817,17668,16361,15222
PL,2010-04-10,14154,13527,13085,13047,13061,12834,12919,14047,15222,16007,16167,16551,16519,16335,15942,15599,15296,15145,15255,16049,16852,15999,14961,13883
PL,2010-04-11,12748,12036,11688,11569,11495,11361,11140,11821,12585,13405,13966,14116,14136,14188,13920,13262,13191,13291,13650,14606,15796,15077,14188,13166
PL,2010-04-12,12301,11805,11695,11670,11947,12429,14443,16522,17582,17873,17840,17851,17807,17806,17501,17188,16851,16612,16645,17513,18851,17716,16196,14892
PL,2010-04-13,13857,13273,13000,13085,13285,13591,15191,17085,17890,18220,18110,18108,18129,17999,17747,17473,17162,17082,17149,17993,19031,17948,16342,15093
PL,2010-04-14,13947,13395,13186,13174,13237,13462,15108,17049,18120,18528,18491,18579,18576,18591,18360,18064,17772,17419,17509,18215,19224,18045,16541,15131
PL,2010-04-15,14046,13480,13258,13280,13304,13525,15109,17038,18006,18327,18191,18361,18257,18207,17916,17544,17280,16971,16967,17702,19056,17961,16451,15067
PL,2010-04-16,13992,13362,13073,13057,13240,13318,14944,16876,17725,18073,18002,17985,18012,17943,17600,17262,16981,16765,16791,17446,18624,17584,16323,15208
PL,2010-04-17,14058,13318,13035,12908,12868,12519,12750,14145,15263,15973,16176,16254,16057,15970,15472,14985,14598,14414,14433,15098,16571,15994,14705,13532
PL,2010-04-18,12365,11798,11450,11304,11270,10848,10881,11744,12577,13248,13537,13623,13539,13396,12873,12509,12195,12232,12757,13503,15160,14857,13758,12666
PL,2010-04-19,11831,11411,11265,11281,11448,11751,13868,16229,17415,17809,17739,17863,17727,17696,17478,17173,16813,16522,16511,17142,18436,17664,16136,14712
PL,2010-04-20,13526,13097,12874,12915,13111,13221,14937,16882,17756,17916,17708,17771,17868,17748,17438,17193,16813,16612,16616,17237,18664,17763,16241,14776
PL,2010-04-21,13673,13184,12910,12995,13180,13147,14840,16793,17824,18180,18048,18293,18215,18275,17992,17607,17451,17228,17156,17705,18894,17937,16459,15186
PL,2010-04-22,14073,13525,13196,13141,13304,13391,15100,17007,17962,18369,18413,18608,18524,18419,18132,17788,17452,17254,17155,17658,18947,18260,16665,15271
PL,2010-04-23,14221,13628,13308,13332,13584,13559,15161,17126,18041,18274,18078,18139,18124,17968,17651,17442,17003,16862,16695,17171,18556,17896,16530,15339
PL,2010-04-24,14208,13472,13164,12993,12995,12483,13063,14387,15480,16251,16318,16301,16136,16036,15478,15174,14867,14651,14733,15205,16574,16234,15082,13758
PL,2010-04-25,12728,12082,11709,11547,11539,10982,11155,12018,12804,13426,13900,13911,13873,13756,13393,13042,12805,12794,13014,13780,15123,15111,13950,12916
PL,2010-04-26,12076,11677,11545,11570,11748,11819,13974,16190,17226,17590,17477,17559,17552,17514,17225,16837,16572,16459,16487,17125,18296,17480,16090,14612
PL,2010-04-27,13683,13089,12814,12826,12997,12925,14616,16687,17678,18058,17994,18204,18257,18260,17801,17460,17154,16939,16909,17353,18459,17861,16306,14951
PL,2010-04-28,13800,13205,12909,12951,13117,13035,14800,16800,17745,18083,17953,18167,18109,18125,17844,17430,16974,16695,16619,16918,18446,18017,16481,15060
PL,2010-04-29,13923,13276,12986,12940,13031,12847,14611,16563,17470,17788,17748,17877,17865,17689,17462,17081,16747,16611,16525,16949,18237,17746,16199,14800
PL,2010-04-30,13556,12948,12681,12561,12610,12461,14152,16042,16917,17123,17078,17273,17221,17246,17045,16655,16305,16152,15985,16174,17303,17000,15661,14342
PL,2010-05-01,13090,12416,11987,11894,11589,10898,10894,11811,12750,13627,14134,14295,14299,14163,13821,13362,12993,12917,12968,13355,14471,14538,13688,12499
PL,2010-05-02,11555,10999,10702,10574,10320,9823,10124,10955,11848,12598,12985,13071,13009,12993,12704,12297,12156,12166,12341,12821,13736,13779,13004,12002
PL,2010-05-03,11117,10613,10439,10249,10114,9540,9845,10582,11449,12270,12803,12935,13083,13117,12843,12545,12395,12457,12775,13256,14092,14111,13243,12154
PL,2010-05-04,11296,10909,10783,10799,10920,11228,13275,15414,16688,17288,17436,17616,17696,17678,17529,17199,16934,16705,16860,17365,17943,17367,15933,14571
PL,2010-05-05,13513,12991,12777,12725,12790,12770,14600,16704,17686,18101,18145,18292,18339,18275,17995,17653,17288,17121,17020,17483,18293,18001,16504,15065
PL,2010-05-06,14012,13394,13115,13081,13093,13119,14898,17061,18079,18532,18685,18944,18887,18864,18593,18228,17894,17686,17559,17833,18681,18163,16588,15199
PL,2010-05-07,13980,13435,13166,13155,13152,13101,14872,16715,17664,18092,18087,18211,18231,18323,18058,17705,17297,17139,17009,17268,17992,17907,16676,15335
PL,2010-05-08,14193,13386,13002,12796,12575,12036,12728,13963,15125,15952,16213,16321,16200,15976,15562,15193,14912,14765,14752,15047,15820,16082,14982,13657
PL,2010-05-09,12606,11875,11576,11378,11106,10618,10954,11718,12669,13484,13976,14096,14044,14048,13715,13355,13116,13097,13329,13821,14635,15068,14208,13045
PL,2010-05-10,11948,11469,11307,11322,11390,11654,13967,16174,17374,17812,17763,17937,18034,18006,17631,17447,17210,16995,16882,17220,17908,17653,16285,14871
PL,2010-05-11,13840,13256,12941,12998,12842,12789,14711,16750,17669,18050,17899,18112,18133,18119,17762,17449,17129,16808,16734,17050,17776,17773,16417,14903
PL,2010-05-12,13716,13058,12813,12757,12527,12563,14459,16477,17570,17814,17820,17969,17974,18008,17702,17472,17334,17190,17145,17498,18072,17917,16368,15089
PL,2010-05-13,13807,13151,12802,12816,12742,12628,14477,16441,17494,17899,17926,18118,18194,18158,17911,17711,17348,17074,17006,17358,18064,17875,16335,14959
PL,2010-05-14,13855,13297,13050,13030,12819,12858,14647,16660,17784,18166,18346,18435,18504,18471,18148,17794,17581,17435,17370,17640,18029,17676,16236,15028
PL,2010-05-15,13889,13190,12812,12655,12325,11893,12493,13800,14998,15788,16138,16300,16094,16016,15656,15208,14910,14871,14951,15265,15813,15781,14876,13648
PL,2010-05-16,12585,11806,11490,11303,10937,10593,10870,11760,12636,13533,14126,14274,14351,14394,14070,13746,13546,13699,13932,14375,14700,14833,14045,12863
PL,2010-05-17,11932,11545,11282,11326,11292,11600,13842,16210,17556,18156,18335,18597,18650,18606,18172,17814,17564,17405,17405,17669,17927,17560,16220,14797
PL,2010-05-18,13768,13142,12818,12819,12608,12729,14617,16755,17967,18502,18571,18890,18913,18803,18485,18124,17877,17727,17624,18021,18310,17914,16622,15263
PL,2010-05-19,14184,13593,13320,13260,13102,13078,15175,17235,18289,18672,18763,18984,18948,18909,18502,18192,17865,17637,17478,17725,18107,18140,16831,15350
PL,2010-05-20,14121,13475,13218,13119,12898,13078,14880,16897,17962,18345,18282,18509,18496,18491,18182,17877,17578,17237,17111,17310,17686,17965,16690,15242
PL,2010-05-21,14046,13432,13166,13059,12772,12874,14620,16675,17659,18012,18081,18238,18270,18315,17949,17621,17167,16941,16731,16863,17168,17515,16506,15148
PL,2010-05-22,13963,13223,12901,12719,12242,11932,12702,13992,15179,16016,16342,16435,16332,16193,15761,15378,15065,14826,14780,15002,15333,15647,14819,13540
PL,2010-05-23,12444,11721,11384,11168,10664,10365,10776,11569,12405,13061,13459,13573,13484,13320,12965,12634,12305,12371,12553,13145,13722,14519,13988,12658
PL,2010-05-24,11788,11430,11351,11331,11100,11468,13829,15811,16978,17486,17437,17699,17836,17884,17566,17298,17004,16804,16661,16948,17488,17400,16082,14591
PL,2010-05-25,13525,12883,12707,12589,12210,12439,14439,16360,17299,17697,17658,17797,17862,17834,17592,17255,16855,16661,16428,16653,16952,17376,16433,14857
PL,2010-05-26,13667,13077,12725,12773,12424,12591,14589,16626,17646,17886,17667,17937,17953,17846,17634,17233,16980,16613,16423,16499,16936,17458,16300,14836
PL,2010-05-27,13662,13020,12764,12748,12458,12545,14525,16523,17499,17770,17765,17931,17906,18030,17882,17631,17353,17226,17069,17236,17474,17625,16328,14976
PL,2010-05-28,13653,13131,12792,12756,12472,12599,14496,16531,17452,17721,17776,17923,17896,17798,17443,17144,16882,16666,16567,16714,16912,17324,16314,15030
PL,2010-05-29,13758,12982,12549,12412,11911,11676,12453,13856,14965,15789,15994,16069,15905,15725,15295,14869,14549,14320,14375,14455,14620,15302,14754,13462
PL,2010-05-30,12202,11522,11178,10944,10312,10090,10547,11310,12169,12992,13585,13661,13608,13630,13400,13093,12743,12905,13255,13720,14103,14584,14063,12927
PL,2010-05-31,12111,11657,11517,11473,11218,11629,13824,15960,17143,17633,17774,17974,17932,18012,17695,17334,17136,17001,16764,17055,17267,17177,16065,14621
PL,2010-06-01,13454,12816,12702,12658,12261,12500,14263,16373,17427,17722,17767,17975,18023,18094,17873,17400,17240,17017,16917,17156,17399,17347,16215,14806
PL,2010-06-02,13661,13019,12754,12719,12387,12607,14396,16425,17567,18132,18153,18374,18352,18148,17778,17510,17199,17005,16858,16959,17169,17098,15965,14499
PL,2010-06-03,13253,12560,12104,11867,11245,10703,10583,11231,11996,12647,12847,12940,13051,13205,12992,12482,12161,12148,12446,12749,12930,13514,13215,12102
PL,2010-06-04,11132,10646,10409,10332,9960,10168,11585,13338,14670,15401,15600,15742,15716,15880,15647,15307,14946,14781,14680,14672,14716,15292,14903,13535
PL,2010-06-05,12360,11624,11215,11076,10432,10464,11430,12794,13965,14815,15073,15104,14940,14880,14520,14143,13738,13625,13620,13729,13811,14438,14136,12829
PL,2010-06-06,11685,10981,10705,10495,9821,9659,10117,10985,11892,12726,13250,13364,13320,13288,13014,12706,12533,12536,12708,12942,13222,14043,13757,12470
PL,2010-06-07,11481,10988,10808,10767,10457,11005,13363,15643,16815,17255,17347,17533,17664,17748,17485,17304,16960,16645,16401,16513,16665,16962,16223,14634
PL,2010-06-08,13510,12811,12563,12462,12007,12396,14292,16444,17348,17683,17710,17924,18063,17986,17723,17465,17250,16919,16687,16820,16938,17232,16629,15082
PL,2010-06-09,13770,13025,12718,12669,12184,12473,14456,16475,17456,17929,18016,18296,18320,18274,18066,17802,17500,17258,16966,17056,17324,17631,16744,15328
PL,2010-06-10,14013,13340,13009,12852,12388,12575,14464,16593,17658,18086,18204,18424,18486,18511,18314,18008,17686,17386,17123,17273,17373,17779,17047,15597
PL,2010-06-11,14296,13646,13278,13095,12593,12866,14750,16899,17972,18339,18473,18742,18747,18674,18423,18109,17730,17306,17085,17014,17012,17325,16759,15449
PL,2010-06-12,14191,13425,12948,12742,12179,12076,12861,14265,15431,16136,16339,16439,16335,16321,15917,15564,15346,15084,14986,15074,15212,15452,14777,13449
PL,2010-06-13,12319,11579,11276,10965,10329,10142,10547,11316,12157,12982,13515,13684,13734,13715,13475,13193,12906,12881,13038,13282,13515,14245,14179,12931
PL,2010-06-14,11928,11413,11234,11115,10936,11306,13594,15618,16785,17258,17342,17583,17634,17714,17428,17210,16945,16689,16524,16675,16789,16808,16040,14627
PL,2010-06-15,13542,12890,12607,12514,12105,12318,14235,16109,17112,17494,17362,17679,17650,17685,17393,17142,16914,16659,16514,16597,16788,16906,16206,14765
PL,2010-06-16,13614,12909,12701,12430,12043,12326,14176,16139,17005,17377,17343,17592,17620,17649,17403,17075,16770,16525,16283,16327,16387,16720,16190,14795
PL,2010-06-17,13520,12859,12613,12552,12006,12282,14214,16165,17161,17569,17555,17784,17793,17882,17705,17368,17025,16753,16458,16541,16602,16921,16499,14888
PL,2010-06-18,13658,12951,12679,12564,12002,12300,14148,16167,17148,17584,17565,17822,17872,17944,17722,17394,16999,16794,16598,16693,16774,16787,16091,14749
PL,2010-06-19,13682,12950,12621,12438,11931,11590,12300,13503,14675,15475,15857,16079,15941,15914,15475,15054,14814,14567,14545,14457,14511,14778,14601,13370
